name,price_per_night,accommodation_type,distance_label,highlights_section,hotel_rating,user_rating_count,user_average_rating,user_comment,country,city,checkin,checkout,rooms,guests,day_of_week,day_of_month,month,free_wifi,pool,parking,aircond,restaurant,hotel_bar,balcony_patio,spa,gym,hairdryer,kitchen,non_smoking_room,tv_ent,washing_machine,holiday,holiday_name
"Holiday Inn Johor Bahru City Centre, an IHG Hotel",333.0,Hotel,0.9 km to City center,1,4.0,8178.0,8.7,Excellent,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,2,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Thistle Johor Bahru,259.0,Hotel,1.3 km to City center,1,5.0,25264.0,7.3,Fair,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,2,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Berjaya Waterfront Hotel,259.0,Hotel,3.3 km to City center,1,4.0,22419.0,7.0,,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,2,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
DoubleTree by Hilton Johor Bahru,437.0,Hotel,0.6 km to City center,1,4.0,21145.0,8.9,Excellent,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,2,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Sunway Hotel Big Box,360.0,Hotel,15.1 km to City center,1,8.9,1720.0,8.9,,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,2,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Johor Bahru City Centre, an IHG Hotel",404.0,Hotel,0.9 km to City center,1,4.0,8178.0,8.7,Excellent,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,3,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
DoubleTree by Hilton Johor Bahru,604.0,Hotel,0.6 km to City center,1,4.0,21145.0,8.9,,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,3,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Sunway Hotel Big Box,474.0,Hotel,15.1 km to City center,1,8.9,1720.0,8.9,,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,3,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
KSL Hotel & Resort,300.0,Hotel,2.5 km to City center,1,5.0,73001.0,7.4,,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,3,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Point Boutique Hotel,118.0,Hotel,8.9 km to City center,1,3.0,816.0,7.5,Fair,Malaysia,Johor Bahru,2025-08-13,2025-08-14,1,3,Wednesday,13,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Johor Bahru City Centre, an IHG Hotel",665.0,Hotel,0.9 km to City center,1,4.0,8178.0,8.7,Excellent,Malaysia,Johor Bahru,2025-08-13,2025-08-14,2,2,Wednesday,13,8,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
DoubleTree by Hilton Johor Bahru,874.0,Hotel,0.6 km to City center,1,4.0,21145.0,8.9,Excellent,Malaysia,Johor Bahru,2025-08-13,2025-08-14,2,2,Wednesday,13,8,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
